	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985174908064927744	2018-04-14 15:16:16	100% RBB	"RT @PartidosRBB: ???? REAL #BETIS ????

? Girona FC
?? LaLiga Santander [Jornada 32]
? GOL

PARTIDO COMPLETO -&gt; https://t.co/3AMC5Cf0Tg htt…"	13	0		247	827
985174852989587457	2018-04-14 15:16:03	Claudio filé	@santander_br Agora é falha na comunicação e novamente impossibilitado de movimentar meus recursos, nestas duas agências em São João Meriti	0	0		27	143
985174838842183680	2018-04-14 15:15:59	Carlos Alberto	"@santander oque a gente pode fazer por você hoje? 

Para mim funcionar já seria ótimo. https://t.co/sJvWbi3fd3"	0	0		126	302
985174685833973760	2018-04-14 15:15:23	João Paulo Ros	@santander_br @Fobserve Está fora de novo?	0	1		158	266
985174493889990656	2018-04-14 15:14:37	Claudio filé	@santander_br Novamente, virando peculiar? https://t.co/n551NGnR3d	0	0		27	143
985174264667082754	2018-04-14 15:13:43	Chogiwa Store	"RT @ChogiwaStore: (?) PRONTA ENTREGA: GOT7, ON LACRADO
• 147,00 reais
• Pôster dobrado incluso e Look Book
• Pagamento por depósito/transfe…"	6	0		2882	90
985174117782605824	2018-04-14 15:13:07	rafael	Alô, @santander_br o que ta pegando com o app de vocês? https://t.co/xeEU2MFWdz	0	0		8949	429
985173789477654528	2018-04-14 15:11:49	Marcelo A. Galvao	11ª Bienal de Artes Visuais do Mercosul #portoalegre em Santander Cultural https://t.co/fB9t8yNXU5	0	2		585	228
985172829703426048	2018-04-14 15:08:00	Santander Brasil	@themightygui Guilherme, te respondi via DM.	0	0		187059	25736
985172825005809667	2018-04-14 15:07:59	Billy Porrada	@mafiasummer Hum. O curioso é que esse pessoal é o mesmo que acusou o MBL de propagar Fake News naquele lance do Sa… https://t.co/3vpBfNO0S3	0	0		324	1163
985171915605204992	2018-04-14 15:04:22	Nilceia Fonseca Mrod	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		17	26
985171703922876419	2018-04-14 15:03:32	Manoel Neto	De novo @santander_br https://t.co/TRNK644DwE	0	0		150	985
985171571395448832	2018-04-14 15:03:00	Umafrô ?	Absurdo vc chegar no @santander_br e não ter um envelope para depositar o dinheiro, sendo que não é a primeira vez ????	0	0		41	48
985170211191091201	2018-04-14 14:57:36	Bela	@santander_br Ah vocês me magoam, depois vou lá na agência	0	1		576	536
985170043355967490	2018-04-14 14:56:56	Santander Brasil	@Bela_resend Poxa, Bela! ? O que aconteceu? Pode nos dar mais detalhes?	0	1		187059	25736
985169384195969025	2018-04-14 14:54:19	O juiz está nu  e Eu sou Paulo Lula César	"RT @F_Derezende: Santander vê cenário pior para desemprego em 2018 e 2019.

“Os dados da atividade econômica divulgados até o momento troux…"	68	0		1424	4864
985167924410441728	2018-04-14 14:48:31	Santander Brasil	@jully_ Jullyana, os juros de atraso (remuneratórios) são os juros cobrados sobre o saldo total vencido e não pago. ?	0	0		187059	25736
985165983781478401	2018-04-14 14:40:48	VIVENDO	Hoje os cordenadores de equipe da Get Net, empresa do Grupo Santander estão participando do… https://t.co/4RMEuzkwP8	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='25cee3fa86c353a8', url='https://api.twitter.com/1.1/geo/id/25cee3fa86c353a8.json', place_type='city', name='Canela', full_name='Canela, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-50.8905566, -29.4417865], [-50.6430404, -29.4417865], [-50.6430404, -29.2477258], [-50.8905566, -29.2477258]]]), attributes={})	95	297
