	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984624568991182848	2018-04-13 02:49:25	VnÊ - 01 D' Tremor 2019 ?	po tenho que ir no itau amanha osso!	0	0		529	317
984624515819896832	2018-04-13 02:49:12	VAGAS.com.br	Vagas p/ CAIXA - Itaú Unibanco - Simões Filho/BA - https://t.co/bm1mj7JdOC	0	0		4442	49
984624465819684865	2018-04-13 02:49:00	Itaú	@bruno_bsg Oi, Bruno.	0	0		618020	14492
984624392360595458	2018-04-13 02:48:43	Itaú	@BryanMarcondes Oi Bryan, td bem? Fala pra gente seu CPF por DM que vamos dar uma olhada.	0	0		618020	14492
984624323389308929	2018-04-13 02:48:26	Idiota	Gostei de um vídeo @YouTube https://t.co/Vm7zQymdsz - HOMEM PÁSSARO O ADVOGADO DO ITAU	0	0		74	69
984624300161425408	2018-04-13 02:48:21	Malik	RT @gpmarcosgoiano: Garoto de Programa / Acompanhante / Ator pornô . Sou de SP e estou em Curta Temporada no RJ. Com local na R Sousa Lima…	646	0		42	834
984624283212230657	2018-04-13 02:48:17	Itaú	@emilioyn Olá. O serviço do Samsung Pay continua em fase final de testes, fique tranquilo, estamos trabalhando para… https://t.co/iCx72zxeh3	0	0		618020	14492
984623978592571392	2018-04-13 02:47:04	VAGAS.com.br	Vagas p/ Analista de Desenvolvimento de Sistemas JR - Itaú Unibanco - São Paulo/SP - https://t.co/8w1TYfxJdy	0	0		18839	49
984623844852977664	2018-04-13 02:46:32	Toni#Lula	@itau Se ficou mais fácil pagar, porque o Itau não paga sua dívida milionária??????????????????????????????????????????????????	0	0		111	166
984623784119361536	2018-04-13 02:46:18	Kely	@Itaucard Olá! estou tentando acessar o site da parceria com a Hertz Internacional, porém não está abrindo, tem out… https://t.co/t2nbgFqyQU	0	0		203	803
984623734026919939	2018-04-13 02:46:06	tina alencar e Tiago	I'm at Itaú in Jaboatão dos Guararapes, PE https://t.co/iOZQgQv8n3	0	0		512	1871
984623444871602176	2018-04-13 02:44:57	Profeta Aspereza	"RT @fabio_pardal: Itaú obtém redução de condenação de R$ 160 milhões para R$ 160 mil no STJ
https://t.co/7w94euWu6s https://t.co/nNFGdtVq0A…"	1	0		7	32
984623162699735041	2018-04-13 02:43:50	Hits do Papai	esse meu twt deve ter um probleminha só pode, to vendo uns bgls loucos  ai do nada passa um bgl do itaú	0	0		154	222
984623095582527488	2018-04-13 02:43:34	Edgar Lima	@Tarik_mohad @Bopressor20 @partidonovo30 o grande liberal ligado ao banco itau, q recebeu varias benécias fiscais d… https://t.co/cahdOTaLqR	0	0		67	125
984622959766667265	2018-04-13 02:43:01	Léo Nascimento	RT @rogeriotomazjr: O maior banco do Brasil e o 13º do mundo consegue reduzir condenação de R$ 160 milhões para R$ 160 mil. E você aí falan…	191	0		33	242
984622860458188800	2018-04-13 02:42:37	Marcela	RT @LuuhCaldas: Então gnt estou ajudando um amigo mt Grande da minha mãe, ele faz pastel... é mt booom..  ali no largo do bicão, em frente…	2	0		254	171
984622294017433601	2018-04-13 02:40:22	Itaú	@tatiana_tbss18 Oi Tatiana. Qual opção você está tentando localizar no site?	0	0		618020	14492
984622210513014784	2018-04-13 02:40:03	Maria Clara	RT @LuuhCaldas: Então gnt estou ajudando um amigo mt Grande da minha mãe, ele faz pastel... é mt booom..  ali no largo do bicão, em frente…	2	0		1599	1837
984621996968431616	2018-04-13 02:39:12	VAGAS.com.br	Vagas p/ CAIXA - Itaú Unibanco - Feira de Santana/BA - https://t.co/rwqfJfkhhS	0	0		4442	49
984621996515479553	2018-04-13 02:39:12	luiza com Z	Então gnt estou ajudando um amigo mt Grande da minha mãe, ele faz pastel... é mt booom..  ali no largo do bicão, em… https://t.co/tNj0xDHFwi	2	1		552	381
984621767049261056	2018-04-13 02:38:17	Palmeiras a milhão!	"RT @palmeirasptd: Não consuma:

@itau 
@BrahmaCerveja 
@chevroletbrasil 
@UnileverBrasil 
@vivobr 
@Nike 
@guarana 
@MastercardBR 
@VoeGOLo…"	161	0		188	45
984621178361872385	2018-04-13 02:35:56	Tatiana Barbosa	@itau o site está HORRÍVEL! Não consigo achar nada. Até logar na senha eletrônica está ruim. Entrei 3x no dia e os… https://t.co/25lUUmixHq	0	0		26	488
984620394014498817	2018-04-13 02:32:49	minina	grazadeus minha conta é Bradesco então a leitura da digital é menos nojenta que a do Itaú	0	0		497	1569
984620017756012544	2018-04-13 02:31:20	rowlobo	"stj mostrando que é brother do gegê e do itaú.
stj reduz de R$ 160 milhões para R$ 160 mil valor de ação coletiva c… https://t.co/ttrR3De6Ke"	0	0		405	3126
984619704366125056	2018-04-13 02:30:05	Camilinha	Vô mudar p Bradesco, adeusssssssss https://t.co/yY2j4Tm5em	0	6		2640	989
984619619238465536	2018-04-13 02:29:45	Itaú	@ArqtoNatan Pode utilizar app Itaú Light que é mais leve.	0	0		618020	14492
984619615430041601	2018-04-13 02:29:44	Camilinha	@itau Vc poderia me fazer o favor de desbloquear a jossa da minha conta, mas não as madames decidem bloquear logo q… https://t.co/hgtQdGqlhA	0	1		2640	989
984619603467923456	2018-04-13 02:29:41	Eduardo Isla	@itau Mandei. Obrigado!!	0	0		16	95
984619478808956930	2018-04-13 02:29:11	VAGAS.com.br	Vagas p/ CAIXA - Itaú Unibanco - Recife/PE - https://t.co/e6LVloeibL	0	0		4442	49
984619454066778114	2018-04-13 02:29:05	Nice	@itau Perfeito! É este mesmo que eu quero. Meu filho trocou mes passado pra esse e eu queria fazer o mesmo...	0	0		1	30
984619404167122949	2018-04-13 02:28:53	Itaú	@prissguerrero1 A gente está tentando ajudar, pedimos os dados por DM, mas não obtivemos seu retorno e te passamos… https://t.co/BOiaeh6slA	0	0		618020	14492
984619395342389253	2018-04-13 02:28:51	Itaú	@niiice___ Informe via DM os números de sua agência, conta e telefone com DDD.	0	0		618020	14492
