	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
985668180596043776	2018-04-15 23:56:21	Esequias S. da Silva	RT @cCaldwell17: O Ministro Luis Roberto Barroso mudou, sozinho, a interpretação da Constituição em um processo do Itaú. (Cliente do escrit…	80	0		346	345
985668106201780229	2018-04-15 23:56:04	M.Ribeiro	Agora vai ver se foi fazer empréstimo num desses Itaú/Santander/qq banco privado da vida ou se foi no BNDES https://t.co/eMKnGnniHt	0	1		68	312
985668071540121601	2018-04-15 23:55:55	Francisco Rodrigues	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		334	525
985667998450180101	2018-04-15 23:55:38	Walter Lacerda	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		4587	4855
985667861418074113	2018-04-15 23:55:05	alexandre persona JA	"@pablovillaca Governo da Marina? Não seria do Malafaia? Ela é uma fundamentalista religiosa, com o ""deus"" mercado d… https://t.co/Td1xl3XLcy"	0	0		220	285
985667791540846594	2018-04-15 23:54:48	Wpcorreia	@itau Vai ser liberado pro usuários do Samsung pay, quando acabar o contrato com a Apple? Certo ou errado?	0	0		59	265
985667716701966338	2018-04-15 23:54:31	Azevedo	RT @cCaldwell17: O Ministro Luis Roberto Barroso mudou, sozinho, a interpretação da Constituição em um processo do Itaú. (Cliente do escrit…	80	0		599	1134
985667624775319552	2018-04-15 23:54:09	AninhaLula	Nassif aponta ação de Barroso em favor do Itaú https://t.co/BNTTBVNA91	0	0		6269	5193
985667410500947968	2018-04-15 23:53:18	lucas rodrigues	@itau Prontinho	0	0		6	155
985667122515726336	2018-04-15 23:52:09	Generis Cavalcante	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		810	1862
985666882421354496	2018-04-15 23:51:12	Itaú	@nirvanudo Já respondemos sua mensagem!	0	0		617994	14487
985666688736747520	2018-04-15 23:50:26	sfsjunior	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		151	672
985666248792051713	2018-04-15 23:48:41	Rondineli Fernandes	Adicionei um vídeo a uma playlist @YouTube https://t.co/HBbyEt5AkN dinossauro invadiram o Itaú Power Shopping - Contagem/MG	0	0		269	2026
985666177853779968	2018-04-15 23:48:24	Léo di Sousa	@itau @Ninepoa_27 Queremos uma data, é difícil? Estão anunciando o Apple pay é deixaram de fora o Samsung pay...aff	0	0		1844	165
985665738806628352	2018-04-15 23:46:39	Jornal O Momento JM2	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		444	980
985665367581315074	2018-04-15 23:45:11	Kleyton Rezende	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		742	996
985665240657428480	2018-04-15 23:44:40	Izabel Weber	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		530	784
985664851044372480	2018-04-15 23:43:07	Léo di Sousa	@itau O Itaú vai lançar o Apple pay antes do Samsung pay? Vou ter que trocar de banco para me modernizar ?	0	0		1844	165
985664689576333313	2018-04-15 23:42:29	FREE LULA	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		1365	998
985664678721478658	2018-04-15 23:42:26	Marcello Melo Filho	@itau Tem previsão de quando será liberado para o 2º titular do cartão no Apple Pay ??.	0	0		7	95
985664657720578049	2018-04-15 23:42:21	Sebastiao Canedo	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		5197	4410
985664607569104896	2018-04-15 23:42:09	Marli Nogueira	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	21	0		376	161
985664559175397376	2018-04-15 23:41:58	Daniphiloss	"Resuma o governo Temer em uma frase:

""Tira dinheiro de pobre do Bolsa Família para perdoar dívida do Itaú, Bradesco, Santander""."	2	1		875	1528
985664385011023872	2018-04-15 23:41:16	Léo di Sousa	@itau @raphaeltannus Ainda... aff	0	0		1844	165
985663964259536897	2018-04-15 23:39:36	Léo di Sousa	@itau E a parceria com o Samsung pay não  vai existir? Vou ter que trocar de banco pra usar?	0	0		1844	165
985663919762149377	2018-04-15 23:39:25	CCarvalho	RT @brasil247: Nassif aponta ação de Barroso em favor do Itaú https://t.co/63bDpTFQZw via @JornalGGN	46	0		776	1208
985663578048000001	2018-04-15 23:38:04	M   B	RT @brasil247: Nassif aponta ação de Barroso em favor do Itaú https://t.co/63bDpTFQZw via @JornalGGN	46	0		549	742
985663455838507008	2018-04-15 23:37:35	Vascaíno	"a rihanna apertar um baseado na cabeça do segurança blz
mas eu fumar meu baseado no pier do itau não pode pq se não… https://t.co/lwuWjhfW6n"	0	0		75	136
985662999150067713	2018-04-15 23:35:46	Carmem Luiza Coelho	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		1858	1410
985662999129198594	2018-04-15 23:35:46	a. s. ananias	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		16	135
985662855268700161	2018-04-15 23:35:12	Cavalcante	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		80	589
985662835270340608	2018-04-15 23:35:07	Ivan Santos	"RT @lulafalcao: Com jeitinho, Barroso beneficiou o Itau
https://t.co/3Wp8ST6Q2p"	2	0		5112	5006
985662801308987392	2018-04-15 23:34:59	Décio Peres	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		6506	6547
985662533032869890	2018-04-15 23:33:55	Sulla	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	21	0		350	422
985662527081189376	2018-04-15 23:33:53	Tereza Duarte	Nassif aponta ação de Barroso em favor do Itaú https://t.co/DaxwRFR8Ud	0	1		365	399
985662464653250561	2018-04-15 23:33:38	twitch.tv/Derann	"Não sou Itaú
Mas fui feito pra você."	0	0		218	244
985662186034028544	2018-04-15 23:32:32	Itaú	@brendavel18 Oi! Boa noite! Você se refere ao cartão de sua conta ou de crédito?	0	0		617994	14487
985661982132047872	2018-04-15 23:31:43	Marcelo Correia	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		2	23
985661824594055168	2018-04-15 23:31:06	Carmem Luiza Coelho	"RT @frjunioradv: Retweeted Palmério Dória (@palmeriodoria):

""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Brad…"	2	0		1858	1410
985661787763806208	2018-04-15 23:30:57	Ivan Santos	RT @brasil247: Nassif aponta ação de Barroso em favor do Itaú https://t.co/63bDpTFQZw via @JornalGGN	46	0		5112	5006
985661760429527040	2018-04-15 23:30:51	M   B	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	21	0		549	742
985661545232457728	2018-04-15 23:29:59	Agadantas	RT @StellaMendonca: Xadrez de como, com jeitinho, Barroso beneficiou o Itau ? https://t.co/v9eXICvXl2 https://t.co/HWy4IsrdB1	16	0		1144	1735
985661515801006085	2018-04-15 23:29:52	Ivan Lula da Silva	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		465	824
985661498667216901	2018-04-15 23:29:48	Guga	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		2788	527
985661182819348481	2018-04-15 23:28:33	Zebedeu das coves	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		1091	1152
985660915516354562	2018-04-15 23:27:29	Itaú	@minusculas    Oi, Erika. Você não consegue o acesso pelo navegador?	0	0		617994	14487
985660798642085893	2018-04-15 23:27:01	Chogiwa Store	"RT @ChogiwaStore: (?) PRONTA ENTREGA: GOT7, ON LACRADO
• 147,00 reais
• Pôster dobrado incluso e Look Book
• Pagamento por depósito/transfe…"	6	0		2883	90
985660739707985926	2018-04-15 23:26:47	rhai;	DEVOLVERAM MEU DINHEIRO EU TE AMO BANCO @itau	0	0		763	2102
985660533859930112	2018-04-15 23:25:58	helena	Adicionei um vídeo a uma playlist @YouTube https://t.co/AnCeSpyaw2 MERDA FEDEU PARA FÁTIMA BERNARDES E BANCO ITAÚ	0	0		9	1
985660397414961153	2018-04-15 23:25:26	24brasiltv	"ESQUERDA PAZ E HORROR https://t.co/PBKuxRX6zc
https://t.co/UOoHzl41C3

Banco - Itaú
Ag - 8262
C/c 42340-6
Augusto P… https://t.co/I0jlLhZhSo"	0	0		556	164
985660343140671491	2018-04-15 23:25:13	pensologoexisto	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		301	745
985660304553111552	2018-04-15 23:25:03	Rodrigo Silveira ??	@itau Quando teremos esse recurso no Google Pay? Ou terei que adquirir um iPhone pra poder pagar no débito sem cartão?	0	0		141	530
985660219559759872	2018-04-15 23:24:43	EUGENIO ZENAIDE	RT @cCaldwell17: O Ministro Luis Roberto Barroso mudou, sozinho, a interpretação da Constituição em um processo do Itaú. (Cliente do escrit…	80	0		801	1630
985660080975687680	2018-04-15 23:24:10	Professor Alexandre Taran	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	21	0		8	79
985659980564090880	2018-04-15 23:23:46	?? Robson	RT @StellaMendonca: Xadrez de como, com jeitinho, Barroso beneficiou o Itau ? https://t.co/v9eXICvXl2 https://t.co/HWy4IsrdB1	16	0		1445	2768
985659835332153344	2018-04-15 23:23:12	SchiavoniBr®	"NASSIF APONTA AÇÃO DE BARROSO EM FAVOR DO ITAÚ
.
#AteTuBarrao?
. https://t.co/0SzF8IYHh1"	0	1		2227	2461
985659802314592256	2018-04-15 23:23:04	Casa dos pobres	Itau bancou o golpe. #LulaLivre https://t.co/a3TrM1XXlj	0	1		5674	1100
985659500303716358	2018-04-15 23:21:52	SchiavoniBr®	".
Nassif aponta ação de Barroso em favor do Itaú
.
AtéTuBarrão ?
.
https://t.co/0SzF8IYHh1 via @brasil247"	0	0		2227	2461
985659020726931457	2018-04-15 23:19:57	Karl@Winn Lula da Silva #LulaLivre #EuSouLula	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		842	1089
985658918415323136	2018-04-15 23:19:33	#RenunciaEBM	RT @EsquerdaValente: A MÁSCARA CAIU! Nassif aponta ação de Barroso em favor do Itaú. https://t.co/HOiKj6sQi7 https://t.co/PkdzhLFmnk	9	0		1441	2133
985658808667131905	2018-04-15 23:19:07	Babi Lim @ ba	@DebateJR o que é patrocinado pelo Itaú ? Só conheço daqui - já tá bom. Ele faz o gênero mago do bem - desconfio de tais coisas	0	0		55	134
985658794414891010	2018-04-15 23:19:03	Hilton faria da silv	RT @cCaldwell17: O Ministro Luis Roberto Barroso mudou, sozinho, a interpretação da Constituição em um processo do Itaú. (Cliente do escrit…	80	0		646	552
985658732162973697	2018-04-15 23:18:49	El Cabortero	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		24	159
985658716866441216	2018-04-15 23:18:45	Vera Scherer	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		13475	13517
985658663124824065	2018-04-15 23:18:32	CELIA MARIA LULA	RT @StellaMendonca: Xadrez de como, com jeitinho, Barroso beneficiou o Itau ? https://t.co/v9eXICvXl2 https://t.co/HWy4IsrdB1	16	0		715	224
985658660432089089	2018-04-15 23:18:31	El Cabortero	RT @Karlmarxbr_Br: Nós Socialistas ñ combatemos o empreendedor,o fazedor,o vendedor,o empregador,o fomentador...combatemos o Itaú,o Bradesc…	21	0		24	159
985658606577176576	2018-04-15 23:18:19	Crystina Falgetano	@itau Adoreii o comercial com a música That's Good de Devo... saio dançando....???	0	0		53	42
985658582468317185	2018-04-15 23:18:13	Vania Carvalho	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		3587	1470
985657990979244032	2018-04-15 23:15:52	helena	Gostei de um vídeo @YouTube https://t.co/AnCeSpyaw2 MERDA FEDEU PARA FÁTIMA BERNARDES E BANCO ITAÚ	0	0		9	1
985657527303012352	2018-04-15 23:14:01	Zeca	RT @BrGil39: A MÁSCARA CAIU! Nassif Aponta Ação De Barroso Em Favor Do Itaú https://t.co/sIuxIaZXAL	46	0		966	1336
985657455765008387	2018-04-15 23:13:44	?armerista?	RT @sidneyrezende: O Itaú é um dos patrocinadores da cobertura esportiva da Copa do Mundo. E conta com a presença de Luciano Huck como garo…	69	0		662	478
985657424110645253	2018-04-15 23:13:37	Luiz Demetrius	A MÁSCARA CAIU! Nassif aponta ação de Barroso em favor do Itaú https://t.co/kHDJnKASzY	0	0		155	189
985657137341915136	2018-04-15 23:12:28	Vera Scherer	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		13475	13517
985656724836306945	2018-04-15 23:10:50	preta	"Itaú: a
Eu: lindíssimo, falou tudo  ??????????????"	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, id='68e019afec7d0ba5', url='https://api.twitter.com/1.1/geo/id/68e019afec7d0ba5.json', place_type='city', name='Sao Paulo', full_name='Sao Paulo, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1CC3DD30>, type='Polygon', coordinates=[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]), attributes={})	2524	302
985656343376822272	2018-04-15 23:09:19	Itaú	@atabompo Verifique com sua operadora outra forma de realizar a recarga.	0	0		617994	14487
985656323806199808	2018-04-15 23:09:14	alexandre gobbis	"RT @palmeriodoria: ""Mas se nada for feito para estancar a sangria causada pelos bancos Itáu, Bradesco, Santander e Safra, outra solução não…"	137	0		2738	526
985656315417591808	2018-04-15 23:09:12	Lea Marcia Silva	RT @sidneyrezende: O Itaú é um dos patrocinadores da cobertura esportiva da Copa do Mundo. E conta com a presença de Luciano Huck como garo…	69	0		95	411
985656142234898433	2018-04-15 23:08:31	Itaú	@MarcelCWolch Estamos em fase de testes finais e assim que tivermos novidades, informaremos por aqui e pelos outros canais oficiais!	0	0		617994	14487
985655809123155968	2018-04-15 23:07:12	Itaú	@calebecoelho16  Existe a possibilidade de entregar o cartão em uma de nossas agências?	0	0		617994	14487
985655764407681024	2018-04-15 23:07:01	P. Antonio	RT @sidneyrezende: O Itaú é um dos patrocinadores da cobertura esportiva da Copa do Mundo. E conta com a presença de Luciano Huck como garo…	69	0		4	47
985655654005256193	2018-04-15 23:06:35	Itaú	@calebecoelho16  Oi, Calebe.	0	0		617994	14487
985655557733404672	2018-04-15 23:06:12	Celso Avelar	RT @sidneyrezende: O lucro do Itaú ficou perto de R$ 25 bilhões em 2017. Tem gente dentro do banco que aposta que 2018 será  ainda mais “es…	121	0		4524	4469
985655462359166976	2018-04-15 23:05:49	Antonio Marcos	"RT @DarioAlok: Xadrez de como, com jeitinho, Barroso beneficiou o Itau | GGN https://t.co/NqhKEs60fQ

que canalha..."	11	0		268	452
985655403739471872	2018-04-15 23:05:35	Rosemar Prota	STJ reduz de R$ 160 milhões para R$ 160 mil condenação do Itaú em ação coletiva | JOTA https://t.co/jeuTy1TwGV	0	0		77	79
985655372080926720	2018-04-15 23:05:27	Itaú	@AmarildoFeletti  Oi, Amarildo. O Samsung Pay está em fase final de testes, assim que estiver disponível vamos comp… https://t.co/vVt9XiMhRi	0	0		617994	14487
985655315705327617	2018-04-15 23:05:14	Charles Veloso	"RT @GuilhermeBoulos: Quando o Judiciário é generoso... De 160 milhões a 160 mil.
https://t.co/jVqjQC2D24"	163	0		153	1074
985655270687805445	2018-04-15 23:05:03	preta	@itau Ai, sério? E agora? Eu precisava urgente	0	0		2524	302
