	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984504932509331458	2018-04-12 18:54:01	thay	Bradesco é lixoso	0	2		1340	1108
984504925907337217	2018-04-12 18:54:00	Eu sou a Lei ?	@xlivinalli Até final de ano vou tá sendo patrocinado pelo Bradesco escuta o que tô falando	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='a908e6dde730c907', url='https://api.twitter.com/1.1/geo/id/a908e6dde730c907.json', place_type='city', name='Jaraguá do Sul', full_name='Jaraguá do Sul, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-49.2985483, -26.648505], [-49.014756, -26.648505], [-49.014756, -26.198025], [-49.2985483, -26.198025]]]), attributes={})	208	235
984504704179888129	2018-04-12 18:53:07	Bradesco	@NASCIMENTO_100 Sabe me informar o código ou endereço completo dessas agências?	0	0		157207	4633
984504696974073859	2018-04-12 18:53:05	Jornal Tijucas	Via Varejo dispara mais de 5% com Bradesco elevando preço-alvo para R$ 36,00 -  https://t.co/Xv1a3wNEQm	0	0		435	1482
984504173143076864	2018-04-12 18:51:00	Bradesco	@andrefiremaster Esses cartões são de crédito, certo? Você já desbloqueou eles? Tentou entrar em contato com a cent… https://t.co/3cpnI84EEa	0	0		157207	4633
984504042234699776	2018-04-12 18:50:29	Bradesco	@teixeira_s Vc já tentou efetuar o pagamento por outro canal? Se sim, o que aconteceu? Qual é a versão do app que está utilizando?	0	0		157207	4633
984503835866484737	2018-04-12 18:49:40	Gustavo Kahil	#VVAR11 Via Varejo dispara mais de 5% com Bradesco elevando preço-alvo para R$ 36,00 – Money Times https://t.co/LTANxsQds0	0	0		1882	1667
984503803260035072	2018-04-12 18:49:32	Money Times	#VVAR11 Via Varejo dispara mais de 5% com Bradesco elevando preço-alvo para R$ 36,00 – Money Times https://t.co/HgIRBPHCdV	0	2		4519	406
984503044229525504	2018-04-12 18:46:31	Bradesco	@goleirodeinf Oii. O que aconteceu?	0	0		157207	4633
984502990404030464	2018-04-12 18:46:18	Paulo Sa Elias	RT @paulosaelias: Lembro-me como se fosse hoje qdo chefão do @Bradesco visitava Ribeirão Preto, a terra de Palocci. Nunca imaginei que foss…	4	0		33176	15103
984502958632198144	2018-04-12 18:46:11	Gustavo Kahil	#BBDC4 Ações do Bradesco caem com possível delação de Palocci envolvendo o banco – Money Times https://t.co/W2ACHxytwL	0	0		1882	1667
984502938839146498	2018-04-12 18:46:06	Eduardo Tello	@carlbrusell Enquanto isso to usando a pulseira do Santander e NFC no cartão do Bradesco pra pagar nos Carrefours.	0	0		938	535
984502828436602880	2018-04-12 18:45:40	Bradesco	@soisbelo Você conseguiu atendimento na central?	0	0		157207	4633
984502797864521728	2018-04-12 18:45:32	Money Times	#BBDC4 Ações do Bradesco caem com possível delação de Palocci envolvendo o banco – Money Times https://t.co/oiVNWtM3YD	0	0		4519	406
