	Unnamed: 0	query	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos	tag	citados	n_citados
52883	984502534583865346	santander	2018-04-12 18:44:30	Marcelo ? ?????	@prissguerrero1 @itau está claro que eles trocam figurinhas com o @santander_br	0.0	0.0		213.0	194.0	santander	prissguerrero1 itau santander_br	3
53021	984477702186029057	santander	2018-04-12 17:05:49	Eduardo Monesi	Todos os bancos estão com problema hoje? @itau não efetivou boletos agendados dia 10, @bancosafra e @santander_br com dificuldades para reemissão de boletos #fail #spb @BancoCentralBR está monitorando?	0.0	2.0		216.0	121.0	santander	itau bancosafra santander_br bancocentralbr	4
53060	984469540355657729	santander	2018-04-12 16:33:23	Caue S. Meneguzzo	@santander_br @santander_br aprende com o @itau  Eu perdi meu cartão na época de greve, ele pediram meu numero, me ligaram em 5 minutos e recebi um cartão novo em 2 dias e eu nem estava na cidade da minha agencia, veio de malote! Existe portabilidade de salário??	0.0	0.0		367.0	147.0	santander	santander_br santander_br itau	3
53600	984209009283682310	santander	2018-04-11 23:18:08	Towner azul bebê	@cgranemann10 @frs_58 @respeitaurei @ricardoblack157 @diozgu_1903 @Gremio @atleticopr @ECBahia @BotafogoOficial @CearaSC @Corinthians @Cruzeiro Assim como a libertadores nao deixa de ser do banco santander, a copa do brasil da continental peneus, o brasileirao da chevrolet.... qualquer campeonato tem patrocineo ?	0.0	1.0		308.0	247.0	santander	cgranemann10 frs_58 respeitaurei ricardoblack157 diozgu_1903 gremio atleticopr ecbahia botafogooficial cearasc corinthians cruzeiro	12
53879	984111597110034432	santander	2018-04-11 16:51:03	Eden Soares	@RealEden @itau Entendi, eu tive essa sorte esses anos todos.. mas com outros bancos não. Fuji do Santander e CEF.. BB é pior na minha opinião. Nem eles entendem	0.0	0.0		1045.0	1947.0	santander	realeden itau	2
54284	983899382662787072	santander	2018-04-11 02:47:47	Aracy Wildenstein	RT @samucaurelio: @itau Libera o Apple Pay também @santander e não apaga mais o TT	1.0	0.0		209.0	545.0	santander	samucaurelio: itau santander	3
54285	983899342460391425	santander	2018-04-11 02:47:37	Aracy Wildenstein	@itau Libera o Apple Pay também @santander e não apaga mais o TT	1.0	0.0		209.0	545.0	santander	itau santander	2
54288	983899106069352450	santander	2018-04-11 02:46:41	Aracy Wildenstein	@santander_br  vocês podem liberar o Apple Pay igual o  @itau fez, obrigado	0.0	0.0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='c5c62f4a88f76fd3', url='https://api.twitter.com/1.1/geo/id/c5c62f4a88f76fd3.json', place_type='city', name='Presidente Prudente', full_name='Presidente Prudente, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-51.483996, -22.206934], [-51.223358, -22.206934], [-51.223358, -21.721623], [-51.483996, -21.721623]]]), attributes={})	209.0	545.0	santander	santander_br itau	2
54427	983850655520608258	santander	2018-04-10 23:34:09	Guilherme	@santander_br você é melhor que @itau	0.0	0.0		8.0	20.0	santander	santander_br itau	2
54527	983822525229600768	santander	2018-04-10 21:42:23	Aracy Wildenstein	@itau Ai @santander_br  foi isso que eu pedi, não que me vendessem um cartãozinho de plástico!!!	0.0	1.0		209.0	545.0	santander	itau santander_br	2
54581	983807271183507456	santander	2018-04-10 20:41:46	Fernando luftal	@itau Preciso de um seguro pro meu carro eu tinha do Santander mais não quero mais por eles	0.0	0.0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='91ef4094d14cb6c1', url='https://api.twitter.com/1.1/geo/id/91ef4094d14cb6c1.json', place_type='city', name='Alvorada', full_name='Alvorada, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-51.0944226, -30.0514167], [-50.9483783, -30.0514167], [-50.9483783, -29.9565048], [-51.0944226, -29.9565048]]]), attributes={})	1243.0	867.0	santander	itau	1
55018	983731756808404992	santander	2018-04-10 15:41:42	Vinicius L. do Forte	RT @shulnx: Demorou tanto colocar o o @itau #samsungpay @SamsungBrasil né @itau... Só para colocar no applepay.. Tudo bem.. Tô migrando par…	1.0	0.0		68.0	179.0	santander	shulnx: itau samsungbrasil itau	4
55516	983527835452264448	santander	2018-04-10 02:11:23	Vanessa Dobbs	Já tive que abrir conta em vários bancos por causa de empregos/empresas que me obrigaram a usar banco X ou Y. A ordem de quem mais facilita a vida do cliente, fica assim: 1)@itau 50)@BancodoBrasil 999)@santander_br. A dica é: abre conta com o capeta, mas não abre no Santander!	0.0	0.0		192.0	454.0	santander	itau bancodobrasil santander_br	3
55782	983439963135062016	santander	2018-04-09 20:22:13	Fabiana Xavier	@santander_br sabe o que você pode fazer por mim hoje? Liberar minha conta que vocês bloquearam há mais de 15 dias!! Corre que o @itau já esta me oferecendo boas vantagens pra eu mudar de banco!	0.0	0.0		44.0	104.0	santander	santander_br itau	2
55872	983411102494097409	santander	2018-04-09 18:27:32	???? ????s?????????	Antes erabuma Rejane que usava meu número no @santander_br , mas foi resolvido, hoje é um tal de BRUNO dando golpe no @Itaucard e as mensagens vindo pro meu número. Podem resolver esse problema pfvr Itaú? Sou cliente de vocês, mas esse não sou eu, felizmente. https://t.co/l2MdCbUlhk	0.0	0.0	Place(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, id='68e019afec7d0ba5', url='https://api.twitter.com/1.1/geo/id/68e019afec7d0ba5.json', place_type='city', name='Sao Paulo', full_name='Sao Paulo, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000164EC8A00F0>, type='Polygon', coordinates=[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]), attributes={})	2742.0	280.0	santander	santander_br itaucard	2
